user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
32818456,Counter-Strike Source,PAYDAY 2,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,War Thunder,Terraria,Empire Total War,Warframe,Unturned,Robocraft,Half-Life 2 Deathmatch,Borderlands 2,Counter-Strike,Day of Defeat Source,Heroes & Generals,Rust,Age of Empires II HD Edition,Left 4 Dead 2,Alien Swarm
88585138,Portal,Half-Life 2,Portal 2,Call of Duty Modern Warfare 3,Half-Life 2 Episode Two,Half-Life 2 Episode One,Borderlands,Left 4 Dead,Batman Arkham City GOTY,Magicka,Grand Theft Auto IV,Borderlands 2,Mafia II,Dungeon Defenders,Deus Ex Human Revolution,Batman Arkham Asylum GOTY Edition,Bastion,Trine 2,Half-Life 2 Lost Coast,Call of Duty Black Ops
195694153,Team Fortress 2,Garry's Mod,Counter-Strike Source,The Elder Scrolls V Skyrim,Warframe,Unturned,Borderlands 2,Sid Meier's Civilization V,Left 4 Dead 2,Football Manager 2013,Call of Duty Modern Warfare 3 - Multiplayer,PAYDAY 2,Dota 2,DC Universe Online,Empire Total War,Football Manager 2015,Counter-Strike,Age of Empires II HD Edition,Half-Life 2 Deathmatch,Robocraft
197406178,Warface,APB Reloaded,BLOCKADE 3D,HAWKEN,Toribash,theHunter,No More Room in Hell,Nosgoth,GunZ 2 The Second Duel,Tactical Intervention,Fistful of Frags,Tom Clancy's Ghost Recon Phantoms - EU,Double Action Boogaloo,Call of Duty World at War,Codename CURE,Dirty Bomb,Loadout,Heroes & Generals,Dead Island Epidemic,Unturned
105274697,Team Fortress 2,Dota 2,Football Manager 2015,Football Manager 2013,Garry's Mod,Football Manager 2014,Call of Duty Modern Warfare 2 - Multiplayer,Sid Meier's Civilization V,Left 4 Dead 2,Football Manager 2016,Warframe,The Elder Scrolls V Skyrim,Counter-Strike Global Offensive,Football Manager 2009,Call of Duty Modern Warfare 3 - Multiplayer,Football Manager 2010,Counter-Strike Source,Marvel Heroes 2015,Football Manager 2011,Football Manager 2016 Demo
172263364,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
210778610,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
60236480,"Warhammer 40,000 Space Marine",Day of Defeat Source,Dungeon Defenders,Alien Swarm,Age of Empires II HD Edition,XCOM Enemy Unknown,"Papers, Please",Age of Empires III Complete Collection,Left 4 Dead,Half-Life 2,Source Filmmaker,"Warhammer 40,000 Dawn of War II",Farming Simulator 15,Hotline Miami,FTL Faster Than Light,"Warhammer 40,000 Dawn of War II  Retribution",Natural Selection 2,The Lord of the Rings War in the North,Wasteland 2,Deus Ex Human Revolution
132116602,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
64392327,Alien Swarm,Sniper Ghost Warrior,Fallout New Vegas,The Lord of the Rings War in the North,"Warhammer 40,000 Dawn of War II",Total War ATTILA,The Elder Scrolls V Skyrim,Empire Total War,Total War SHOGUN 2,Sid Meier's Civilization Beyond Earth,Napoleon Total War,Mount & Blade Warband,Sid Meier's Civilization V,Banished,Mount & Blade With Fire and Sword,XCOM Enemy Unknown,Galactic Civilizations III,Wargame European Escalation,Left 4 Dead 2,Tropico 5
99171164,Team Fortress 2,Loadout,Unturned,Garry's Mod,Counter-Strike Source,Warframe,Left 4 Dead 2,The Elder Scrolls V Skyrim,PAYDAY 2,Euro Truck Simulator 2,No More Room in Hell,BLOCKADE 3D,Robocraft,War Thunder,Borderlands 2,Warface,Dirty Bomb,Trove,Sid Meier's Civilization V,Call of Duty Modern Warfare 3 - Multiplayer
1364546,Alien Swarm,XCOM Enemy Unknown,Day of Defeat Source,"Warhammer 40,000 Dawn of War II",Call of Duty 4 Modern Warfare,Half-Life 2,The Lord of the Rings War in the North,Deus Ex Human Revolution,DC Universe Online,Serious Sam HD The Second Encounter,Infestation Survivor Stories,Sniper Ghost Warrior,"Warhammer 40,000 Space Marine",Half-Life 2 Deathmatch,Dungeon Defenders,Dead Island,Fallout New Vegas,Age of Chivalry,PAYDAY The Heist,Half-Life 2 Lost Coast
62478196,Unturned,Counter-Strike Global Offensive,Sid Meier's Civilization V,Left 4 Dead 2,Napoleon Total War,Call of Duty Modern Warfare 3 - Multiplayer,The Elder Scrolls V Skyrim,Team Fortress 2,Rocket League,Fallout New Vegas,PAYDAY 2,Counter-Strike Source,FreeStyle2 Street Basketball,H1Z1,Call of Duty Modern Warfare 2 - Multiplayer,Euro Truck Simulator 2,Garry's Mod,Counter-Strike,Total War ROME II - Emperor Edition,Warframe
14153959,Left 4 Dead 2,Counter-Strike Condition Zero,Counter-Strike Condition Zero Deleted Scenes,Counter-Strike Global Offensive,Counter-Strike,Fallout New Vegas,Day of Defeat,Arma 2 Operation Arrowhead,DayZ,Rocket League,PAYDAY The Heist,Mafia II,PAYDAY 2,Call of Duty Modern Warfare 2 - Multiplayer,Day of Defeat Source,Insurgency,Call of Duty Modern Warfare 2,Fallout 4,The Walking Dead,Sid Meier's Civilization V
95695156,Unturned,Portal 2,Killing Floor,Portal,Call of Duty Modern Warfare 3,H1Z1,Borderlands 2,Call of Duty Modern Warfare 3 - Multiplayer,Metro 2033,Warframe,Magicka,The Walking Dead,Amnesia The Dark Descent,Garry's Mod,Batman Arkham Origins,Scribblenauts Unlimited,Batman Arkham City GOTY,Mirror's Edge,Farming Simulator 2013,Bastion
23306116,Dota 2,Undertale,Hero Siege,Heroes & Generals,Alice Madness Returns,Everlasting Summer,Gothic 3,Transformice,DARK SOULS II,World of Guns Gun Disassembly,No More Room in Hell,DmC Devil May Cry,Red Crucible Firestorm,Don't Starve Together Beta,Brawlhalla,Unturned,To the Moon,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,SMITE,Lucius
3663009,Counter-Strike Source,PAYDAY 2,Team Fortress 2,Garry's Mod,The Elder Scrolls V Skyrim,War Thunder,Terraria,Empire Total War,Warframe,Unturned,Borderlands 2,Robocraft,Counter-Strike,Half-Life 2 Deathmatch,Heroes & Generals,Day of Defeat Source,Rust,Left 4 Dead 2,Age of Empires II HD Edition,Total War SHOGUN 2
96204317,Tomb Raider,Portal 2,The Witcher 2 Assassins of Kings Enhanced Edition,Call of Duty Modern Warfare 3,BioShock Infinite,Call of Duty Black Ops - Multiplayer,Grand Theft Auto IV,Battlefield Bad Company 2,Call of Duty Black Ops,Portal,Mafia II,Batman Arkham Asylum GOTY Edition,Fallout 4,Left 4 Dead 2,Arma 3,Grand Theft Auto Episodes from Liberty City,Spec Ops The Line,PAYDAY The Heist,Sid Meier's Civilization V,Batman Arkham City GOTY
231255153,Left 4 Dead 2,Unturned,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Team Fortress 2,Garry's Mod,Call of Duty Modern Warfare 3 - Multiplayer,Warframe,No More Room in Hell,Fallout New Vegas,H1Z1,Call of Duty Modern Warfare 2 - Multiplayer,7 Days to Die,Dota 2,Counter-Strike Source,Call of Duty Black Ops II - Multiplayer,Portal 2,PAYDAY 2,PAYDAY The Heist
88659639,Team Fortress 2,Counter-Strike Global Offensive,Left 4 Dead 2,Unturned,The Elder Scrolls V Skyrim,Loadout,Sid Meier's Civilization V,Warframe,SMITE,Dirty Bomb,No More Room in Hell,7 Days to Die,Garry's Mod,TERA,Counter-Strike Source,Aftermath,Euro Truck Simulator 2,H1Z1,Saints Row IV,APB Reloaded
254458836,GunZ 2 The Second Duel,Unturned,Ragnarok Online 2,FINAL FANTASY XIV A Realm Reborn,The Mighty Quest For Epic Loot,Hurtworld,Trove,ArcheAge,Call of Duty Ghosts,Dead Island Epidemic,Marvel Heroes 2015,LEGO Jurassic World,Call of Duty Black Ops II,BattleBlock Theater,Tom Clancy's Ghost Recon Phantoms - NA,BLOCKADE 3D,Infinite Crisis,Soldier Front 2,Divinity Original Sin,One Finger Death Punch
158476996,Team Fortress 2,Garry's Mod,Unturned,Borderlands 2,Counter-Strike Source,DC Universe Online,RIFT,Terraria,Neverwinter,Warframe,The Elder Scrolls V Skyrim,Tom Clancy's Ghost Recon Phantoms - NA,Trove,Magicka Wizard Wars,Chivalry Medieval Warfare,PAYDAY 2,Portal 2,Path of Exile,Sid Meier's Civilization V,Alien Swarm
83135348,GunZ 2 The Second Duel,Garry's Mod,Left 4 Dead 2,AdVenture Capitalist,Assassin's Creed III,Fallout 4,Thief,Forsaken World,The Elder Scrolls V Skyrim,Fallout New Vegas,Fallout 3 - Game of the Year Edition,Team Fortress 2,La Tale,South Park The Stick of Truth,King's Bounty Warriors of the North,Dead Island Epidemic,The Elder Scrolls IV Oblivion,Age of Mythology Extended Edition,Call of Duty Ghosts - Multiplayer,FINAL FANTASY XIV A Realm Reborn
277377524,Terraria,War Thunder,PAYDAY 2,Don't Starve Together Beta,Starbound,Counter-Strike Source,Don't Starve,Rust,Heroes & Generals,Grand Theft Auto V,Chivalry Medieval Warfare,ARK Survival Evolved,DayZ,Far Cry 3,Castle Crashers,Clicker Heroes,Trove,The Forest,Dishonored,XCOM Enemy Unknown
126340495,Team Fortress 2,The Elder Scrolls V Skyrim,Counter-Strike Global Offensive,Dota 2,Counter-Strike Source,Rust,Saints Row IV,Dead Island Riptide,PAYDAY 2,SMITE,Garry's Mod,Counter-Strike Nexon Zombies,Terraria,Dirty Bomb,TERA,Saints Row The Third,Dead Island,War Thunder,Left 4 Dead 2,Heroes & Generals
40797591,Counter-Strike Condition Zero Deleted Scenes,Day of Defeat,Counter-Strike Condition Zero,Counter-Strike,Day of Defeat Source,Call of Duty Black Ops,Half-Life,PAYDAY 2,Terraria,Mafia II,Serious Sam HD The Second Encounter,War Thunder,Half-Life 2 Lost Coast,Fallout 4,Half-Life 2 Deathmatch,Call of Duty Black Ops - Multiplayer,Worms Reloaded,DayZ,Alien Swarm,Arma 2 Operation Arrowhead
255085221,RaceRoom Racing Experience,Warface,Tom Clancy's Ghost Recon Phantoms - EU,PlanetSide 2,GRID 2,BLOCKADE 3D,RACE 07,Goat Simulator,FreeStyle2 Street Basketball,Plague Inc Evolved,Burnout Paradise The Ultimate Box,H1Z1,Dead Rising 3,APB Reloaded,Euro Truck Simulator 2,Panzar,Loadout,Call of Duty Black Ops,Tactical Intervention,PAYDAY The Heist
227154329,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
189441775,DC Universe Online,Unturned,Tom Clancy's Ghost Recon Phantoms - EU,HAWKEN,APB Reloaded,PlanetSide 2,Heroes & Generals,Gotham City Impostors Free To Play,Team Fortress 2,Warframe,Super Monday Night Combat,BLOCKADE 3D,PAYDAY The Heist,Warface,Gear Up,Robocraft,Source Filmmaker,Nosgoth,Sniper Elite V2,POSTAL 2
7527129,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Outlast,Rocksmith 2014,Assassin's Creed Brotherhood,Blacklight Retribution,Star Wars Jedi Knight Jedi Academy,"Warhammer 40,000 Dawn of War  Soulstorm",Duke Nukem Forever,METAL GEAR SOLID V GROUND ZEROES,Far Cry 3 Blood Dragon,Zombie Panic Source,Cry of Fear,GRID,GunZ 2 The Second Duel,Homefront,Medal of Honor Airborne,"Warhammer 40,000 Dawn of War  Dark Crusade"
99110207,The Elder Scrolls V Skyrim,Team Fortress 2,Sid Meier's Civilization V,Call of Duty World at War,Garry's Mod,H1Z1,Grand Theft Auto IV,Portal 2,Counter-Strike Source,SMITE,Assassin's Creed III,Saints Row IV,Grand Theft Auto V,Neverwinter,The Elder Scrolls Online Tamriel Unlimited,Warframe,Borderlands 2,Counter-Strike Global Offensive,Call of Duty Modern Warfare 3 - Multiplayer,Empire Total War
237881427,BLOCKADE 3D,Mitos.is The Game,Goat Simulator,Unturned,WARMODE,Toribash,Robocraft,Five Nights at Freddy's,Warface,Counter-Strike Nexon Zombies,Fistful of Frags,School of Dragons How to Train Your Dragon,APB Reloaded,Loadout,No More Room in Hell,Plague Inc Evolved,Creativerse,Trove,PlanetSide 2,Spore
91027316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
59383825,Football Manager 2013,Football Manager 2014,Football Manager 2012,Football Manager 2010,Football Manager 2009,Football Manager 2015,Left 4 Dead 2,Napoleon Total War,Football Manager 2016,Call of Duty Modern Warfare 2 - Multiplayer,Medieval II Total War,Football Manager 2011,Call of Duty Modern Warfare 3 - Multiplayer,Football Manager 2016 Demo,Pro Cycling Manager 2014,Sid Meier's Civilization Beyond Earth,Sid Meier's Civilization V,Crusader Kings II,Total War ROME II - Emperor Edition,7 Days to Die
230572014,Left 4 Dead 2,The Elder Scrolls V Skyrim,PAYDAY 2,Counter-Strike Global Offensive,Fallout New Vegas,Sid Meier's Civilization V,Rust,DayZ,Counter-Strike Source,Counter-Strike,Team Fortress 2,Terraria,Garry's Mod,Hitman Absolution,War Thunder,Arma 2 Operation Arrowhead,Far Cry 3,Call of Duty Modern Warfare 2 - Multiplayer,BioShock Infinite,Euro Truck Simulator 2
120106834,Napoleon Total War,Age of Empires II HD Edition,Total War ROME II - Emperor Edition,Banished,Rome Total War,PAYDAY 2,Total War ATTILA,Medieval II Total War,Empire Total War,Sid Meier's Civilization V,Tropico 4,Call of Duty Modern Warfare 3 - Multiplayer,Counter-Strike Source,Fallout New Vegas,Medieval II Total War Kingdoms,Anno 2070,The Elder Scrolls V Skyrim,ARK Survival Evolved,Company of Heroes 2,Supreme Commander 2
196751350,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
87273930,Company of Heroes (New Steam Version),Company of Heroes,Company of Heroes 2,"Warhammer 40,000 Dawn of War - Game of the Yea...",Age of Empires III Complete Collection,Medieval II Total War,Euro Truck Simulator 2,Stronghold 3,"Warhammer 40,000 Dawn of War II  Retribution",Total War ROME II - Emperor Edition,Kerbal Space Program,Age of Empires II HD Edition,"Warhammer 40,000 Dawn of War  Winter Assault",Anno 2070,Arma 2,Total War SHOGUN 2,Crusader Kings II,Sins of a Solar Empire Rebellion,R.U.S.E,Train Simulator
190754099,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
174276289,The Escapists,Unturned,Stranded Deep,Cities Skylines,ARK Survival Evolved,Counter-Strike Source,Magic Duels,Heroes & Generals,Robocraft,This War of Mine,Garry's Mod,SMITE,Project Zomboid,Nightbanes,Spore,Empire Total War,Spintires,Warframe,FreeStyle2 Street Basketball,Cubic Castles
154406815,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
86287245,Neverwinter,Half-Life 2,Awesomenauts,The Binding of Isaac Rebirth,Portal,Marvel Heroes 2015,Call of Duty Black Ops,Battlefield Bad Company 2,Magicka Wizard Wars,Portal 2,Borderlands,Torchlight II,RIFT,Dead Island,Torchlight,"Warhammer 40,000 Dawn of War II - Chaos Rising",Trine 2,Chivalry Medieval Warfare,Half-Life 2 Episode One,Don't Starve
72905300,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
211191233,Lego Harry Potter,Assassin's Creed III,Tropico 3 - Steam Special Edition,Hitman Absolution,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Fallout 3,Scribblenauts Unlimited,Battlefield Bad Company 2,Everlasting Summer,Don't Starve Together Beta,NARUTO SHIPPUDEN Ultimate Ninja STORM Revolution,Mitos.is The Game,FINAL FANTASY VIII,The Witcher Enhanced Edition,Galactic Civilizations II Ultimate Edition,The Witcher 2 Assassins of Kings Enhanced Edition,School of Dragons How to Train Your Dragon,The Political Machine,RPG Maker VX Ace,Spec Ops The Line
295626029,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
23096237,Day of Defeat Source,Alien Swarm,Half-Life 2 Lost Coast,Half-Life 2,Counter-Strike Condition Zero,Half-Life 2 Deathmatch,Left 4 Dead,Half-Life,Call of Duty Modern Warfare 2,Age of Chivalry,Half-Life 2 Episode Two,Half-Life 2 Episode One,Age of Empires II HD Edition,Call of Duty 4 Modern Warfare,Counter-Strike Condition Zero Deleted Scenes,Sniper Elite V2,War Thunder,F.E.A.R. 2 Project Origin,Counter-Strike Source,Mafia II
148976064,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
18897058,Mafia II,Half-Life 2 Episode Two,Half-Life 2,Half-Life 2 Episode One,Portal,Half-Life,Portal 2,Half-Life 2 Lost Coast,Deus Ex Human Revolution,Half-Life Blue Shift,Counter-Strike Condition Zero,Crysis 2 Maximum Edition,Tom Clancy's Ghost Recon Phantoms - EU,Half-Life Source,Day of Defeat Source,Grand Theft Auto IV,The Walking Dead,Rising Storm/Red Orchestra 2 Multiplayer,Castle Crashers,Age of Empires III Complete Collection
161076041,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
120838793,Euro Truck Simulator 2,Robocraft,Dota 2,FreeStyle2 Street Basketball,Loadout,Team Fortress 2,Counter-Strike Global Offensive,Magic Duels,Supreme Commander 2,GRID 2,War Thunder,The Elder Scrolls V Skyrim,Left 4 Dead,Grand Theft Auto V,Trove,Counter-Strike Source,Saints Row 2,UberStrike,Call of Duty Modern Warfare 2,Stronghold 3
164399809,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
237244349,Unturned,DC Universe Online,PAYDAY The Heist,TERA,Defiance,Warface,Counter-Strike Nexon Zombies,Trove,Alien Swarm,Tom Clancy's Ghost Recon Phantoms - NA,Star Conflict,PlanetSide 2,Magicka Wizard Wars,Neverwinter,Dirty Bomb,Borderlands The Pre-Sequel,Sniper Elite V2,Call of Duty Black Ops II,Marvel Heroes 2015,Star Trek Online
300620379,Garry's Mod,Team Fortress 2,Counter-Strike Source,Warframe,Neverwinter,Borderlands 2,Marvel Heroes 2015,Unturned,The Elder Scrolls V Skyrim,Empire Total War,Serious Sam HD The Second Encounter,Dead Island Epidemic,Brawlhalla,Path of Exile,AdVenture Capitalist,South Park The Stick of Truth,RIFT,GunZ 2 The Second Duel,Fallout 4,Counter-Strike Nexon Zombies
91912195,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 3,Call of Duty Modern Warfare 2 - Multiplayer,Unturned,Portal 2,Killing Floor,Portal,Football Manager 2015,Team Fortress 2,Aliens vs. Predator,Sid Meier's Civilization V,H1Z1,Age of Empires II HD Edition,Left 4 Dead,Football Manager 2013,Garry's Mod,7 Days to Die,Borderlands 2,Call of Duty Modern Warfare 2,Arma 3
219435905,Half-Life 2,Age of Empires II HD Edition,Half-Life 2 Episode One,Half-Life 2 Episode Two,Portal,Mafia II,Half-Life,Left 4 Dead,Half-Life 2 Lost Coast,Call of Duty Modern Warfare 3 - Multiplayer,Day of Defeat Source,Kerbal Space Program,Age of Empires III Complete Collection,Company of Heroes (New Steam Version),F.E.A.R. 2 Project Origin,DC Universe Online,Company of Heroes,Crysis 2 Maximum Edition,Call of Duty Modern Warfare 2,Space Engineers
154296520,Loadout,Dirty Bomb,No More Room in Hell,Dead Island Epidemic,Magicka Wizard Wars,HAWKEN,DC Universe Online,GunZ 2 The Second Duel,Trove,Ace of Spades,The Mighty Quest For Epic Loot,Tom Clancy's Ghost Recon Phantoms - NA,Tactical Intervention,Robocraft,Survarium,Left 4 Dead 2,PlanetSide 2,Unturned,Block N Load,Strife
147654879,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
271073348,Team Fortress 2,Garry's Mod,Counter-Strike Source,The Elder Scrolls V Skyrim,Warframe,Unturned,Borderlands 2,Sid Meier's Civilization V,Left 4 Dead 2,Football Manager 2013,Call of Duty Modern Warfare 3 - Multiplayer,PAYDAY 2,Dota 2,DC Universe Online,Empire Total War,Football Manager 2015,Counter-Strike,Age of Empires II HD Edition,Half-Life 2 Deathmatch,Robocraft
26637363,Tomb Raider,Rocket League,The Witcher 2 Assassins of Kings Enhanced Edition,BioShock Infinite,The Witcher 3 Wild Hunt,Fable - The Lost Chapters,FINAL FANTASY XIV A Realm Reborn,Call of Duty Advanced Warfare,Arma 3,Call of Duty Ghosts,Far Cry 4,Metro Last Light,DOOM 3 BFG Edition,Call of Duty Advanced Warfare - Multiplayer,Sniper Elite 3,Call of Duty Ghosts - Multiplayer,Max Payne 3,Fallout 4,Dark Souls Prepare to Die Edition,Wolfenstein The New Order
200376716,Realm of the Mad God,TERA,Neverwinter,DC Universe Online,The Mighty Quest For Epic Loot,Marvel Heroes 2015,Unturned,Robocraft,Spiral Knights,APB Reloaded,Gotham City Impostors Free To Play,WAKFU,Aura Kingdom,Creativerse,PlanetSide 2,HAWKEN,Magicka Wizard Wars,Guns and Robots,AirMech,Dead Island Epidemic
59382844,Unturned,Saints Row The Third,Tomb Raider,Fallout 4,Call of Duty Black Ops II,Killing Floor,Garry's Mod,Battlefield Bad Company 2,Dead Island,BioShock Infinite,Saints Row IV,Batman Arkham Asylum GOTY Edition,PAYDAY The Heist,Assassin's Creed IV Black Flag,Metro Last Light,Batman Arkham City GOTY,Call of Duty Ghosts,Call of Duty Advanced Warfare - Multiplayer,Call of Duty Ghosts - Multiplayer,Sleeping Dogs
179355520,Football Manager 2015,Age of Empires II HD Edition,Football Manager 2013,Call of Duty Modern Warfare 3 - Multiplayer,Call of Duty Modern Warfare 3,Portal,Football Manager 2009,America's Army 3,Napoleon Total War,Empire Total War,Half-Life 2,Sins of a Solar Empire Trinity,Call of Duty Black Ops - Multiplayer,Garry's Mod,Cities Skylines,Borderlands 2,Duke Nukem Forever,BookWorm Adventures Volume 2,Aliens vs. Predator,The Sims(TM) 3
216042414,Dota 2,Team Fortress 2,Garry's Mod,Warframe,Counter-Strike Global Offensive,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Counter-Strike Source,Counter-Strike,FreeStyle2 Street Basketball,Left 4 Dead 2,Empire Total War,Clicker Heroes,War Thunder,Trove,Free to Play,Natural Selection 2,Company of Heroes (New Steam Version),Grand Theft Auto V,Football Manager 2015
260265776,Mad Max,Unturned,Euro Truck Simulator 2,Insurgency,METAL GEAR SOLID V THE PHANTOM PAIN,Heroes & Generals,7 Days to Die,Warface,METAL GEAR SOLID V GROUND ZEROES,Arma 2 Operation Arrowhead,The Crew,Wolfenstein The New Order,Trove,Robocraft,Company of Heroes Tales of Valor,Arma 2,The Forest,Stronghold 3,APB Reloaded,Evolve
215380327,Unturned,Garry's Mod,BLOCKADE 3D,Warframe,No More Room in Hell,Team Fortress 2,Nosgoth,Counter-Strike Nexon Zombies,Loadout,Tom Clancy's Ghost Recon Phantoms - EU,Warface,APB Reloaded,Blacklight Retribution,Counter-Strike Source,Left 4 Dead 2,Heroes & Generals,Defiance,Dirty Bomb,Dead Island Epidemic,Fistful of Frags
240405101,Left 4 Dead 2,No More Room in Hell,Counter-Strike Global Offensive,Unturned,7 Days to Die,Medieval II Total War,BLOCKADE 3D,Rocket League,Call of Duty World at War,Sid Meier's Civilization V,The Elder Scrolls V Skyrim,Team Fortress 2,Heroes & Generals,Garry's Mod,Call of Duty Modern Warfare 3 - Multiplayer,Fallout 4,PAYDAY 2,Counter-Strike,Football Manager 2012,Homefront
254101561,Dota 2,Garry's Mod,Team Fortress 2,Warframe,Fallout 3,Shoot Many Robots,Everlasting Summer,Football Manager 2013,GRID Autosport,F1 2011,Counter-Strike Source,Max Payne 2 The Fall of Max Payne,Shadowgrounds,Empire Total War,Football Manager 2015,Serious Sam HD The First Encounter,Mountain,Alice Madness Returns,The Tiny Bang Story,VVVVVV
90672622,ARK Survival Evolved,Cities Skylines,Left 4 Dead 2,Sid Meier's Civilization V,Far Cry 3,Crusader Kings II,The Sims(TM) 3,Omerta - City of Gangsters,Torchlight II,DayZ,The Elder Scrolls V Skyrim,Anno 2070,Borderlands 2,Total War ROME II - Emperor Edition,Kerbal Space Program,Rocket League,Team Fortress 2,Spintires,Arma 3,Grand Theft Auto V
75240572,Call of Duty Black Ops,Call of Duty Black Ops - Multiplayer,Portal 2,Portal,Half-Life 2,Half-Life 2 Episode Two,Garry's Mod,Call of Duty Modern Warfare 3,Team Fortress 2,Call of Duty Modern Warfare 2 - Multiplayer,Dota 2,Half-Life 2 Episode One,Call of Duty Modern Warfare 2,Sleeping Dogs,Grand Theft Auto IV,Trine 2,Sid Meier's Civilization V,Borderlands 2,Warframe,Torchlight II
39334748,Left 4 Dead 2,Counter-Strike,PAYDAY 2,Counter-Strike Source,Counter-Strike Condition Zero,Team Fortress 2,The Elder Scrolls V Skyrim,Counter-Strike Global Offensive,Counter-Strike Condition Zero Deleted Scenes,Fallout New Vegas,Garry's Mod,Sid Meier's Civilization V,Day of Defeat,DayZ,Warframe,Call of Duty Modern Warfare 2 - Multiplayer,Arma 2 Operation Arrowhead,Day of Defeat Source,Half-Life 2 Deathmatch,Fallout 4
294560519,Batman Arkham Knight,Call of Duty Black Ops III,Mortal Kombat X,Magic Duels,Assassins Creed Unity,Euro Truck Simulator 2,Far Cry 4,Tom Clancy's Splinter Cell Blacklist,Dead Rising 3,PROTOTYPE 2,FINAL FANTASY XIII,GRID 2,DARK SOULS II Scholar of the First Sin,Trine 2,PlanetSide 2,Life Is Strange,RaceRoom Racing Experience,Loadout,Craft The World,Resident Evil 6 / Biohazard 6
119211545,Unturned,Counter-Strike Source,PAYDAY 2,Garry's Mod,Team Fortress 2,Heroes & Generals,BLOCKADE 3D,Left 4 Dead 2,No More Room in Hell,The Elder Scrolls V Skyrim,War Thunder,Rust,Warframe,Counter-Strike Nexon Zombies,Robocraft,Warface,Trove,Terraria,WARMODE,Tom Clancy's Ghost Recon Phantoms - NA
174907851,The Witcher 3 Wild Hunt,The Witcher 2 Assassins of Kings Enhanced Edition,Tomb Raider,FINAL FANTASY XIV A Realm Reborn,BioShock Infinite,Starbound,Fable - The Lost Chapters,Rocket League,Far Cry 3,The Witcher Enhanced Edition,Terraria,Don't Starve Together Beta,Fallout 3 - Game of the Year Edition,Dishonored,Torchlight II,Metro Last Light,BioShock 2,AdVenture Capitalist,Castle Crashers,Darksiders II
191115240,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
33096779,Dota 2,Counter-Strike Global Offensive,Don't Starve Together Beta,Brawlhalla,BattleBlock Theater,Call of Duty Black Ops III,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,FreeStyle2 Street Basketball,DARK SOULS II,Tomb Raider,Dark Souls Prepare to Die Edition,The Witcher 2 Assassins of Kings Enhanced Edition,Resident Evil 6 / Biohazard 6,Resident Evil Revelations 2 / Biohazard Revela...,SpeedRunners,Ori and the Blind Forest,Tom Clancy's Splinter Cell Conviction,One Finger Death Punch,Deadbreed,Neverwinter
16990576,Counter-Strike Source,Team Fortress 2,PAYDAY 2,Garry's Mod,The Elder Scrolls V Skyrim,War Thunder,Terraria,Empire Total War,Warframe,Unturned,Borderlands 2,Robocraft,Counter-Strike,Half-Life 2 Deathmatch,Heroes & Generals,Day of Defeat Source,Rust,Left 4 Dead 2,Age of Empires II HD Edition,Total War SHOGUN 2
